Billing Cycle,Enterprise Project,Enterprise Project ID,Account Name,Service Type Code,Service Type,Resource Type Code,Resource Type,Product ID,Billing Mode,Bill Type,Resource ID,Resource Name,Resource Tag,SKU Code,Resource Specifications,Region Code,Region,AZ,Usage Type Code,Usage Type,Unit Price (USD),Unit,Usage,Usage Unit,Package Usage,Usage Type in Reserved Instances,List Price (USD),Discount (USD),Amount (USD),Cash Payment (USD),Credit Payment (USD),Cash Coupon Used (USD),Arrears (USD),Written Off (USD)
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"get","Get_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","541","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","4535047","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","ccc-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"size_warm","Capacity_Infrequent Access Storage","0.00001900","Dollar/1GB","8042518587660","Byte",--,"0","0.14563500","0.05825280","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","sles-image","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"get","Get_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","455","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.ces","Cloud Eye","hws.resource.type.ces.custom","Cloud Eye Custom","00301-20089-0--0","Pay-per-Use","Expenditure-use","7763ba83a0de48c5920a45fff32f78ae_post_metric_data","","","CustomMetricTimes","Custom Metric Times","ap-southeast-1","AP-Hong Kong",--,"custom.times","times","0.00000000","Dollar/1Million times","6399458989","times",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","bkk-monthly-bk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","213874","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","f42ac77d91824da19f50827c087e0d79","HANA_BCK_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"downflow","Downstream bandwidth","0.15300000","Dollar/1GB","517050","Byte",--,"0","0.00007360","0.00002940","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","86cd0669f6ed45ebb8833734a47259a4","CPU_Usage_80","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","800","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","5ad11e4f-49db-47e0-9cc6-2b68bdb0097e","EAC_ESG","","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","195498002810","Byte",--,"0","19.66374022","6.88231035","10.93","0.00","10.93","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","sles-image","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"size","Capacity","0.00003200","Dollar/1GB","0","Byte","4210827632640","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","4705a575-626d-4651-a2a5-9a64e24fdb43","VCS_BKK_TRAFFIC","","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","342182259050","Byte",--,"0","34.41765905","12.04618179","20.38","0.00","20.38","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-34571-0--0","Pay-per-Use","Expenditure-use","cae23bfe-a22f-477a-99ee-b56144079c7e","S4APP","","m3.2xlarge.8.linux","Memory Optimized|m3.2xlarge.8|8vCPUs|64GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.55000000","Dollar/1Hour","35065","Second",--,"0","5.35715274","2.14286109","3.18","0.00","3.18","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","eac-db-backup","","Name:EAC;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.external","Download_Standard Storage.External","0.11800000","Dollar/1GB","16950","Byte",--,"0","0.00000113","0.00000113","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"size_warm","Capacity_Infrequent Access Storage","0.00001900","Dollar/1GB","302639008631712","Byte",--,"0","5.48037527","2.19215050","3.25","0.00","3.25","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put","Put_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","2434","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","a59181d4a540495abd11e404e7b84318","Memory_Usage_75","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","985","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.aos","Application Orchestration Service","hws.resource.type.aos.template","Application Orchestration Template","00301-54731-0--0","Pay-per-Use","Expenditure-use","template_2b54d94a7feb4e22b7a4a12c4e30f930","","","aos.instance.template","AOS Template Instance|2PCS","cn-south-1","CN South-Guangzhou",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","ef730942-84b1-4d7d-a2f0-773d31de273c","Daily_backup_policy","","vault.backup.server.normal","Cloud Server Backup Vault|18520GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1364400","Second",--,"0","350.95400000","140.38160000","210.50","0.00","210.50","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","f90739f1bb0d4f688d2092c7a847c3c0","HANA_Bck_I","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","1215840","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","34eeae04-8e47-4fa9-9d69-bf2c667ea273","EABC_FGT_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|40GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","0.72000000","0.28800000","0.30","0.00","0.30","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","68c295c2-7849-4419-b4e7-77969a2c2529","CCS_IVend_Traffic","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","3200","Byte",--,"0","0.00000045","0.00000016","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","c5f30f0e445244b5aeddf1296a9aac42API","","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"api","Api","0.00000000","Dollar/1PCS","565","PCS",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","4d0600d2-701b-413e-b4b4-0dc6f01c54ba","S4APP_SAPMNT","","SAS","High IO|200GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","74214","Second",--,"0","0.41229998","0.16491999","0.20","0.00","0.20","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-34571-0--0","Pay-per-Use","Expenditure-use","b6dc5c96-47dc-4129-85e3-340a79243be2","S4APP","","m3.2xlarge.8.linux","Memory Optimized|m3.2xlarge.8|8vCPUs|64GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.55000000","Dollar/1Hour","6961","Second",--,"0","1.06348608","0.42539443","0.62","0.00","0.62","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","61e862b7-25a5-4268-9150-fb5974cee280","CCC","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","128967040","Byte",--,"0","0.01837326","0.00643202","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","c5f30f0e-44b5-4452-aedd-f1296a9aac42","POC_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","18.00000000","7.20000000","10.80","0.00","10.80","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","69099ace-fa88-4a55-82fe-0047a2e7a945","s4app","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","59965","Second",--,"0","0.16656942","0.06662778","0.09","0.00","0.09","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-monthly-bk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"get","Get_Standard Storage","0.00040000","Dollar/1,000PCS","0","PCS","775","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","05a49a2d-c310-4f32-90dc-6fff5dc06dee","VGMM_MGMT","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","2234240","Byte",--,"0","0.00031591","0.00011133","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","7763ba83a0de48c5920a45fff32f78aeAPI","","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"api","Api","0.00000000","Dollar/1PCS","1319","PCS",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.vpn","Virtual Private Network","hws.resource.type.vpnconnection","VPN","00301-131042-0--0","Pay-per-Use","Expenditure-use","2799d033-aedf-4485-97b2-93510fe27f6a","VPNGW","","vpn.s1","vpn connection","ap-southeast-1","AP-Hong Kong",--,"count","count","0.05000000","Dollar/1PCS","720","PCS",--,"0","36.00000000","12.60000000","21.60","0.00","21.60","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","b114eced-b620-4be4-8271-f198c5c7a764","S4HANA_LOG","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","596195","Second",--,"0","1.65609720","0.66243888","0.96","0.00","0.96","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","b3413b93-a4a0-47ce-9ede-6fd55f113770","S4_EIP","","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","3208938550","Byte",--,"0","0.32276389","0.11296747","0.15","0.00","0.15","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","44ed8dc0-8662-4df1-b9d2-7d117a7a6e3c","S4DB_HANA_SHARED","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1515304","Second",--,"0","4.20917777","1.68367111","2.45","0.00","2.45","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","00301-34662-0--0","Pay-per-Use","Expenditure-use","013fe262-01ff-460d-91e0-28834fb5f7f5","159.138.245.183","","5_bgp","Dynamic BGP Elastic IP","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00500000","Dollar/1Hour","166814","Second",--,"0","0.23168610","0.08109015","0.13","0.00","0.13","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","eac-db-backup","","Name:EAC;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put","Put_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","178","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-27170-0--0-24ad","Pay-per-Use","Expenditure-use","image-lists","","",--,"Object Storage Service","cn-south-1","CN South-Guangzhou",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","18705","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","29b92c9c-2b7f-484c-8363-63648c5475a4","EricomMGMT","","private.image","private image|12.359802GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","06770617-1abf-4d44-a054-e98c1f8a8055","ZGP_WMS","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","118070080","Byte",--,"0","0.01682049","0.00588839","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","f9188915b3864edea3b026ed9c285629","CPU_Usage_85","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","10","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","vgm-cts-hkk","","Service:CloudTrace;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put","Put_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","6059","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","f42ac77d91824da19f50827c087e0d79","HANA_BCK_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000","Dollar/1Number","50","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","f9f4fc18-66f1-4ca4-a919-9349155517e8","IMEI_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","2592000","Second",--,"0","36.00000000","14.40000000","21.60","0.00","21.60","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","08d5b3e2-9ffb-46eb-9529-8861a4d08832","KSH_HANA","","private.image","private image|7.171017GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","e433605b-98ff-439d-a070-1c21c5f8ed0a","CCS_IVend_Traffic","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","39510897180","Byte",--,"0","5.63000038","1.97050032","3.39","0.00","3.39","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","45023d69-ee0e-47cd-8a84-d90d28cb5355","RGL_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1250GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","57600","Second",--,"0","1.00000000","0.40000000","0.60","0.00","0.60","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","8c1b7eca-fae1-47b1-a434-f946330f8de3","S4DB-volume-0000","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1515872","Second",--,"0","4.21075555","1.68430223","2.45","0.00","2.45","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","ff838d14-944d-4461-a26e-b0575539e787","S4APP","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1513873","Second",--,"0","4.20520277","1.68208111","2.45","0.00","2.45","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","24311187-bf06-47a7-aa98-d0e70bc7604e","S4HANA_DB-volume-0000","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","2071","Second",--,"0","0.00575276","0.00230110","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","f3951eeb-fc4c-499d-9eaf-f461489fa933","VCS_POC_SANA","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1771938","Second",--,"0","4.92204999","1.96882000","2.87","0.00","2.87","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","f90739f1bb0d4f688d2092c7a847c3c0","HANA_Bck_I","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","120","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-53121-0--0","Pay-per-Use","Expenditure-use","5ce4a6a6-5c98-4665-8d8e-951d6ba866e4","sles15_for_sap","","private.image","private image|2.000763GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","ac935e08-5ef7-4c44-b192-8c943edb2192","EABC_BEAS_Traffic","BEAS:;EABC:;","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","58331160","Byte",--,"0","0.00586356","0.00205361","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","b9f6f7e9-c273-41e2-bcd4-eaf9c7ff6404","VGM_SRV_Daily","","vault.backup.server.normal","Cloud Server Backup Vault|900GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","16.20000000","6.48000000","9.60","0.00","9.60","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-37241-0--0","Pay-per-Use","Expenditure-use","ec5c36d7-2c4b-4b47-b087-e5605cf35fed","S4DB","","e3.7xlarge.12.linux","Large Memory|e3.7xlarge.12|28vCPUs|348GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","3.29000000","Dollar/1Hour","1004","Second",--,"0","0.91754444","0.36701778","0.55","0.00","0.55","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","75cd5694-40cf-4683-9d89-2cbaaea7e62f","CCSHANAIND","","private.image","private image|23.55423GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","735dbc1b-5533-4b5a-9861-5590c91915cf","MHW_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","2592000","Second",--,"0","36.00000000","14.40000000","21.60","0.00","21.60","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","77ebf6fa-2cb8-4f7c-9412-8f1204690683","S4APP_DATA","","SAS","High IO|50GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","74350","Second",--,"0","0.10326386","0.04130556","0.05","0.00","0.05","0.00","0.00","0.00"
