Billing Cycle,Enterprise Project,Enterprise Project ID,Account Name,Service Type Code,Service Type,Resource Type Code,Resource Type,Product ID,Billing Mode,Bill Type,Resource ID,Resource Name,Resource Tag,SKU Code,Resource Specifications,Region Code,Region,AZ,Usage Type Code,Usage Type,Unit Price (USD),Unit,Usage,Usage Unit,Package Usage,Usage Type in Reserved Instances,List Price (USD),Discount (USD),Amount (USD),Cash Payment (USD),Credit Payment (USD),Cash Coupon Used (USD),Arrears (USD),Written Off (USD)
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-53121-0--0","Pay-per-Use","Expenditure-use","e0bc828e-5c23-4370-9923-494dcee24db6","FGT-VM","","private.image","private image|0.051708GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put_warm","Put_Infrequent Access Storage","0.00500000","Dollar/1,000PCS","192930","PCS",--,"0","0.96465000","0.38586000","0.46","0.00","0.46","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","1c74397a20f14e148d22bd4427bd4f15","Wins_Data_Disk_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"downflow","Downstream bandwidth","0.15300000","Dollar/1GB","1334290","Byte",--,"0","0.00019007","0.00007618","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.vpnconnection","VPN","00301-36680-0--0","Pay-per-Use","Expenditure-use","4dbd474b-3ee6-4850-9bf9-339ab1886689","","",--,"IPSEC","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00820000","Dollar/1Hour","2592000","Second",--,"0","5.90400000","2.06640000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","b4b1e102-86ea-4cfd-915e-444a627ab439","B1C_ESG","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","153055579960","Byte",--,"0","21.80924616","7.63323723","11.88","0.00","11.88","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.aos","Application Orchestration Service","hws.resource.type.aos.template","Application Orchestration Template","00301-54731-0--0","Pay-per-Use","Expenditure-use","template_d59d0d259d9a461a8493539cc1ed8317","","","aos.instance.template","AOS Template Instance|3PCS","cn-east-2","CN East-Shanghai2",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","6b11028c-6b51-4c7e-aabb-1083c542735d","S4APP_SHARED","","SAS","High IO|50GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","74273","Second",--,"0","0.10315691","0.04126277","0.05","0.00","0.05","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","8d36c649-981d-4de4-8a3f-584fdacf1926","S4DB_SAPMNT","","SAS","High IO|250GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1598079","Second",--,"0","11.09777083","4.43910834","4.44","0.00","4.44","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","c84e8a76c460473587c023061d12d6fb","Win_Data_Disk_75","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","275","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-monthly-bk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"put","Put_Standard Storage","0.00500000","Dollar/1,000PCS","0","PCS","199","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-37241-0--0","Pay-per-Use","Expenditure-use","8f300035-b440-4955-815f-054f29c77b59","S4DB","","e3.7xlarge.12.linux","Large Memory|e3.7xlarge.12|28vCPUs|348GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","3.29000000","Dollar/1Hour","95041","Second",--,"0","86.85691384","34.74276554","51.97","0.00","51.97","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","ccc-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put","Put_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","54","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"size_warm","Capacity_Infrequent Access Storage","0.00001900","Dollar/1GB","903160457375239","Byte",--,"0","16.35500034","6.54200151","7.20","0.00","7.20","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","3073c8bb-a2ba-4a01-99d1-a4837eb985a7","SPB_SAC_Traffic","Name:SPB_SAC;","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","26844500","Byte",--,"0","0.00382286","0.00133871","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"put","Put_Standard Storage","0.00500000","Dollar/1,000PCS","0","PCS","1426","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","1af1a4289613458fbe04747cfe9408ec","HANA_Bck_II","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","32","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","930dcf13-8a59-4694-b181-610389de64a2","S4APP_SAPMNT","","SAS","High IO|250GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1569600","Second",--,"0","10.90000000","4.36000000","4.36","0.00","4.36","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","e412552d-115a-4035-b78f-6061bdaf4269","S4APP_LOG","","SAS","High IO|50GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","74310","Second",--,"0","0.10320831","0.04128334","0.05","0.00","0.05","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","661a5505-b9de-475b-abe1-d08b902c53d9","CCC_RSP","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","30455800","Byte",--,"0","0.00433610","0.00151898","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","a59181d4a540495abd11e404e7b84318","Memory_Usage_75","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.28810000","Dollar/1,000Number","640","Number",--,"0","0.18438400","0.07375360","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","53063","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","d699e6a2-fa7f-48f5-87fe-4ac2567c4929","PAS_SRV_Daily","","vault.backup.server.normal","Cloud Server Backup Vault|840GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","15.12000000","6.04800000","9.00","0.00","9.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","b9f6f7e9-c273-41e2-bcd4-eaf9c7ff6404","VCS_SRVs_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|900GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","16.20000000","6.48000000","9.60","0.00","9.60","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","vgm-cts-bkk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"put","Put_Standard Storage","0.00500000","Dollar/1,000PCS","0","PCS","1352","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","01b01272-257f-4761-bd60-d4e2de553934","KSH_HRM_Bandwidth","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","2947004980","Byte",--,"0","0.41992218","0.14697404","0.01","0.00","0.01","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","e61c168d-a59b-476b-816b-c90e2a6eca34","S4HANA_EIP","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","41600","Byte",--,"0","0.00000579","0.00000208","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","591b942cc5774c299ab6b95c0509c160","Memory_Usage_90","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","70","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","a59181d4a540495abd11e404e7b84318","Memory_Usage_75","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","16678210","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","d23a9608-8b46-4123-a886-c30853dcc3d3","S4HANA_SHARED","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","596176","Second",--,"0","1.65604443","0.66241779","0.96","0.00","0.96","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"upload_warm.external","Upload_Infrequent Access Storage.external","0.00000000","Dollar/1GB","1925030138","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.supportplan","SupportPlan","hws.resource.type.supportplan","Support Plan","00301-82148-0--0","Pay-per-Use","Expenditure-month-end deduction for support plan","","","","supportplan.developer","developer support plan","ap-southeast-1","AP-Hong Kong",--,"period","period","0.00000000",--,"2649831.345914","Cents",--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","","Pay-per-Use","Expenditure-tax","ed930896-a063-46b9-a464-f94d26f3db53","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","","Pay-per-Use","Expenditure-tax","e5803862-06db-4d7d-aa9d-cf005b343b08","","",--,--,"ap-southeast-1","AP-Hong Kong",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","","Pay-per-Use","Expenditure-tax","4cf9961d-dd62-4818-8ac5-7e17ba3eef24","","",--,--,"ap-southeast-1","AP-Hong Kong",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","","Pay-per-Use","Expenditure-tax","3d1cf4d0-f8ad-4003-9a18-7e8627e261d0","","",--,--,"ap-southeast-1","AP-Hong Kong",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","","Pay-per-Use","Expenditure-tax","4ad7a598-079f-41a0-9b3c-d2495bbf502b","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","","Pay-per-Use","Expenditure-tax","b9a7e9ee-d3b5-4851-8578-b6fc20b0f679","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.vpn","Virtual Private Network","hws.resource.type.vpnconnection","VPN","","Pay-per-Use","Expenditure-tax","a94acd76-ce15-47d8-b4e5-8c366a9a1e43","","",--,--,"ap-southeast-1","AP-Hong Kong",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","","Pay-per-Use","Expenditure-tax","751b1711-1e0a-4019-b2ea-1e537977598f","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","","Pay-per-Use","Expenditure-tax","71ece59f-3a85-450e-b16c-c1bb0f1dc4a9","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","","Pay-per-Use","Expenditure-tax","ffb66c0c-82fb-4139-81cf-408baa471bd7","","",--,--,"ap-southeast-1","AP-Hong Kong",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","","Pay-per-Use","Expenditure-tax","4709b71e-5f08-4ded-bae8-768237bbad75","","",--,--,"ap-southeast-2","AP-Bangkok",--,--,"","0.00000000",--,"0.000000",--,--,--,"0.00000000","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","8467b21b-f5a2-4dd3-920e-637661755ac9","TCP_SRV_Daily","","vault.backup.server.normal","Cloud Server Backup Vault|1100GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","19.80000000","7.92000000","11.85","0.00","11.85","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-27170-0--0","Pay-per-Use","Expenditure-use","image-list","","",--,"Object Storage Service","cn-south-1","CN South-Guangzhou",--,"delete","Delete_Standard Storage","0.00000000","Dollar/1PCS","1","PCS",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","1b403acc54bf4a12bd645d67a5b78804","Wins_OS_Disk_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000","Dollar/1Number","10","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","vgm-cts-bkk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"size","Capacity","0.00003100","Dollar/1GB","0","Byte","4272891653114","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","eeda1e072dd942b6bf4568ae7f87b41b","HANA_Shared_II","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","8","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","86cd0669f6ed45ebb8833734a47259a4","CPU_Usage_80","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","8112800","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","ccc-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","52981","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","ebb2dad4-3c91-4e65-a2ad-721a6d6b6365","RGL_SBV","Project:RGL;","vault.backup.server.normal","Cloud Server Backup Vault|400GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1234800","Second",--,"0","6.86000000","2.74400000","4.00","0.00","4.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","b5f0e5a9-cc89-4e16-a717-461bf9412b19","CCSRDSIND","","private.image","private image|41.13163GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","fd52d4e950ee43a49d87c6654d3f7649","Memory_Usage_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000","Dollar/1Number","810","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","f15b791d6ecc4527a701abf266d58243","CPU_Usage_80","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000","Dollar/1Number","12","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","1c74397a20f14e148d22bd4427bd4f15","Wins_Data_Disk_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000","Dollar/1Number","130","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"upload_warm.internal","Upload_Infrequent Access Storage.internal","0.00000000","Dollar/1GB","43849101523","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","vgm-fos","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","17679","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put","Put_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","182","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","00301-01072-0--0","Pay-per-Use","Expenditure-use","190eeac7-62b3-46d5-8798-fe57c53246b5","159.138.46.168","","5_bgp","Dynamic BGP Elastic IP","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00900000","Dollar/1Hour","158","Second",--,"0","0.00039500","0.00013825","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","135d43de-a9a6-4712-a1ae-b2ebabbb590f","IMEP_SBV","Project:IMEP;","vault.backup.server.normal","Cloud Server Backup Vault|500GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1238400","Second",--,"0","8.60000000","3.44000000","5.16","0.00","5.16","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","cceb2f14-39fe-4a5a-a239-5bf65b50c807","SHI_SRV_Daily","","vault.backup.server.normal","Cloud Server Backup Vault|1300GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","23.40000000","9.36000000","13.95","0.00","13.95","0.00","0.00","0.00"
